kpi_process_assignment	template_id	kpi_template	id	fk_kpa_template
kpi_score	employee_id	employees	id	kpi_score_ibfk_1
kpi_score	metric_id	kpi_metric_master	id	kpi_score_ibfk_2
kpi_template_metric	template_id	kpi_template	id	kpi_template_metric_ibfk_1
kpi_template_metric	metric_id	kpi_metric_master	id	kpi_template_metric_ibfk_2
kudos_giver_limit	employee_id	employees	id	kudos_giver_limit_ibfk_1
kudos_recognition	from_employee_id	employees	id	kudos_recognition_ibfk_1
kudos_recognition	to_employee_id	employees	id	kudos_recognition_ibfk_2
kudos_transaction	sender_id	employees	id	kudos_transaction_ibfk_1
kudos_transaction	receiver_id	employees	id	kudos_transaction_ibfk_2
kudos_transaction	kudos_template_id	kudos_master	kudos_template_id	kudos_transaction_ibfk_3
leave_approval_log	leave_request_id	leave_request	id	leave_approval_log_ibfk_1
leave_balance_deduction	leave_request_id	leave_request	id	leave_balance_deduction_ibfk_1
leave_balance_deduction	leave_type_id	leave_type_master	id	leave_balance_deduction_ibfk_2
leave_balance_ledger	employee_id	employees	id	leave_balance_ledger_ibfk_1
leave_balance_ledger	leave_type_id	leave_type_master	id	leave_balance_ledger_ibfk_2
leave_credit_schedule	leave_code	leave_type_master	leave_code	leave_credit_schedule_ibfk_1
leave_el_credit_log	employee_id	employees	id	leave_el_credit_log_ibfk_1
leave_el_credit_log	leave_type_id	leave_type_master	id	leave_el_credit_log_ibfk_2
leave_el_credit_log_legacy	employee_id	employees	id	leave_el_credit_log_legacy_ibfk_1
leave_holiday_master	branch_id	branch_master	id	leave_holiday_master_ibfk_1
leave_policy_config	leave_type_id	leave_type_master	id	leave_policy_config_ibfk_1
leave_request	employee_id	employees	id	leave_request_ibfk_1
leave_request	leave_type_id	leave_type_master	id	leave_request_ibfk_2
leave_roster_impact	employee_id	employees	id	leave_roster_impact_ibfk_1
legacy_sync_checkpoint	sync_map_id	legacy_sync_map	id	legacy_sync_checkpoint_ibfk_1
legacy_sync_exception	sync_map_id	legacy_sync_map	id	legacy_sync_exception_ibfk_1
legacy_sync_run_log	sync_map_id	legacy_sync_map	id	legacy_sync_run_log_ibfk_1
management_commentary_reply	commentary_id	management_commentary	id	management_commentary_reply_ibfk_1
management_kpi_summary	employee_id	employees	id	management_kpi_summary_ibfk_1
manager_raised_request	employee_id	employees	id	fk_mrr_employee
manpower_requisition	process_id	process_master	id	manpower_requisition_ibfk_1
manpower_requisition	branch_id	branch_master	id	manpower_requisition_ibfk_2
manpower_requisition	department_id	department_master	id	manpower_requisition_ibfk_3
manpower_requisition	designation_id	designation_master	id	manpower_requisition_ibfk_4
migration_row_log	run_id	migration_run	id	migration_row_log_ibfk_1
night_shift_incomplete_punch_log	employee_id	employees	id	fk_nsipl_emp
notification_preferences	employee_id	employees	id	notification_preferences_ibfk_1
onboarding_penny_drop_requests	candidate_id	ats_candidate	id	onboarding_penny_drop_requests_ibfk_1
outbound_funnel_detail	conversion_funnel_event_id	conversion_funnel_event	id	outbound_funnel_detail_ibfk_1
password_reset_tokens	user_id	auth_user	id	password_reset_tokens_ibfk_1
payroll_disbursement	run_id	salary_prep_run	id	fk_disbursement_run
payroll_new_joiner_holiday_override	employee_id	employees	id	payroll_new_joiner_holiday_override_ibfk_1
payroll_readiness_flag	employee_id	employees	id	payroll_readiness_flag_ibfk_1
payroll_readiness_snapshot	employee_id	employees	id	fk_prs_employee
payroll_recalculation_queue	employee_id	employees	id	payroll_recalculation_queue_ibfk_1
people_experience_action	employee_id	employees	id	people_experience_action_ibfk_1
people_experience_health_snapshot	employee_id	employees	id	people_experience_health_snapshot_ibfk_1
performance_alert	employee_id	employees	id	performance_alert_ibfk_1
performance_feedback_cycle	created_by	employees	id	performance_feedback_cycle_ibfk_1
performance_feedback_cycle	appraisal_cycle_id	appraisal_cycle	id	performance_feedback_cycle_ibfk_2
performance_feedback_report	cycle_id	performance_feedback_cycle	cycle_id	performance_feedback_report_ibfk_1
performance_feedback_report	employee_id	employees	id	performance_feedback_report_ibfk_2
performance_feedback_request	cycle_id	performance_feedback_cycle	cycle_id	performance_feedback_request_ibfk_1
performance_feedback_request	employee_id	employees	id	performance_feedback_request_ibfk_2
performance_feedback_request	reviewer_id	employees	id	performance_feedback_request_ibfk_3
performance_feedback_response	request_id	performance_feedback_request	request_id	performance_feedback_response_ibfk_1
performance_feedback_response	competency_id	competency_master	competency_id	performance_feedback_response_ibfk_2
pf_creation_batch_item	batch_id	pf_creation_batch	id	pf_creation_batch_item_ibfk_1
pf_creation_batch_item	employee_id	employees	id	pf_creation_batch_item_ibfk_2
pf_establishment_master	branch_id	branch_master	id	pf_establishment_master_ibfk_1
pf_policy_master	establishment_id	pf_establishment_master	id	pf_policy_master_ibfk_1
pip_checkpoint	pip_id	pip_record	id	pip_checkpoint_ibfk_1
pnl_period_signoff	finance_period_id	finance_period	id	fk_pnl_period_signoff_period
portal_roster_aggregate	cycle_id	weekly_roster_cycle	id	portal_roster_aggregate_ibfk_1
portal_roster_aggregate	process_id	process_master	id	portal_roster_aggregate_ibfk_2
process_configuration	process_id	process_master	id	fk_process_configuration_process
process_master	client_id	client_master	id	fk_process_client
process_master	branch_id	branch_master	id	process_master_ibfk_1
process_metric_definition	metric_id	kpi_metric_master	id	fk_pmd_metric
process_metric_definition	process_id	process_master	id	fk_pmd_process
process_quality_target	process_id	process_master	id	fk_pqt_process
process_revenue_daily	contract_id	client_contract_master	id	fk_prd_contract
process_role_billability	designation_id	designation_master	id	fk_prb_designation
process_role_billability	employee_id	employees	id	fk_prb_employee
process_role_billability	process_id	process_master	id	fk_prb_process
process_weekoff_capacity	process_id	process_master	id	process_weekoff_capacity_ibfk_1
process_weekoff_day_rule	branch_id	branch_master	id	fk_pwdr_branch
process_weekoff_day_rule	process_id	process_master	id	fk_pwdr_process
process_weekoff_rule	process_id	process_master	id	fk_pwr_process
profile_update_approval	employee_id	employees	id	fk_profile_upd_emp
pulse_response	pulse_id	pulse_check	id	pulse_response_ibfk_1
pulse_response	employee_id	employees	id	pulse_response_ibfk_2
qa_audit	employee_id	employees	id	fk_qa_employee
qa_audit	form_id	qa_audit_form	id	fk_qa_form
qa_audit	process_id	process_master	id	fk_qa_process
qa_audit_form	process_id	process_master	id	fk_qaf_process
qa_audit_form_parameter	form_id	qa_audit_form	id	fk_qafp_form
qa_audit_form_parameter	process_metric_definition_id	process_metric_definition	id	fk_qafp_metric_def
qa_audit_parameter_score	audit_id	qa_audit	id	fk_qaps_audit
qa_audit_parameter_score	form_parameter_id	qa_audit_form_parameter	id	fk_qaps_parameter
quarterly_return_file	obligation_id	quarterly_return_obligation	id	quarterly_return_file_ibfk_1
quarterly_return_obligation	deductor_id	tds_deductor	id	quarterly_return_obligation_ibfk_1
report_email_delivery	report_request_id	report_request	id	fk_red_request
report_generated_file	report_request_id	report_request	id	fk_rgf_request
report_subscription_run	subscription_id	report_subscription	id	fk_rsr_subscription
reporting_hierarchy	employee_id	employees	id	reporting_hierarchy_ibfk_1
reporting_hierarchy	reports_to_employee_id	employees	id	reporting_hierarchy_ibfk_2
role_kpi_snapshot	employee_id	employees	id	role_kpi_snapshot_ibfk_1
roster_assignment	employee_id	employees	id	roster_assignment_ibfk_1
roster_assignment	shift_template_id	wfm_shift_template	id	roster_assignment_ibfk_2
roster_change_log	cycle_id	weekly_roster_cycle	id	roster_change_log_ibfk_1
roster_coverage_action	cycle_id	weekly_roster_cycle	id	roster_coverage_action_ibfk_1
roster_daily_assignment	dispute_resolved_by	employees	id	fk_rda_dispute_resolver
roster_daily_assignment	cycle_id	weekly_roster_cycle	id	roster_daily_assignment_ibfk_1
roster_daily_assignment	employee_id	employees	id	roster_daily_assignment_ibfk_2
roster_daily_assignment	shift_template_id	wfm_shift_template	id	roster_daily_assignment_ibfk_3
roster_decision_audit	employee_id	employees	id	fk_rda_employee
roster_decision_audit	run_id	roster_generation_run	id	fk_rda_run
roster_generation_log	template_id	roster_template	id	roster_generation_log_ibfk_1
roster_generation_log	process_id	process_master	id	roster_generation_log_ibfk_2
roster_generation_log	generated_by	employees	id	roster_generation_log_ibfk_3
roster_generation_run	cycle_id	weekly_roster_cycle	id	fk_rgr_cycle
roster_template	process_id	process_master	id	roster_template_ibfk_1
roster_template	created_by	employees	id	roster_template_ibfk_2
rta_roster_sync_log	cycle_id	weekly_roster_cycle	id	fk_rrsl_cycle
salary_advance_log	employee_id	employees	id	salary_advance_log_ibfk_1
salary_component_assignments	package_id	salary_package_master	id	fk_sca_package
salary_dispute_attachment	dispute_id	salary_dispute	id	salary_dispute_attachment_ibfk_1
salary_increment_audit_log	request_id	salary_increment_request	id	fk_increment_audit_request
salary_increment_letter	employee_id	employees	id	fk_increment_letter_employee
salary_increment_letter	request_id	salary_increment_request	id	fk_increment_letter_request
salary_increment_request	current_assignment_id	employee_salary_assignment	id	fk_increment_current_assignment
salary_increment_request	employee_id	employees	id	fk_increment_employee
salary_increment_request	new_assignment_id	employee_salary_assignment	id	fk_increment_new_assignment
salary_payslip	prep_line_id	salary_prep_line	id	salary_payslip_ibfk_1
salary_payslip	employee_id	employees	id	salary_payslip_ibfk_2
salary_prep_line	run_id	salary_prep_run	id	salary_prep_line_ibfk_1
salary_prep_line	employee_id	employees	id	salary_prep_line_ibfk_2
salary_run_manual_tds	run_id	salary_prep_run	id	fk_srmt_run
salary_structure_component	structure_id	salary_structure_master	id	salary_structure_component_ibfk_1
salary_structure_component	component_id	salary_component_master	id	salary_structure_component_ibfk_2
shrinkage_daily_snapshot	process_id	process_master	id	shrinkage_daily_snapshot_ibfk_1
shrinkage_daily_snapshot	branch_id	branch_master	id	shrinkage_daily_snapshot_ibfk_2
survey_question	survey_id	survey_template	id	survey_question_ibfk_1
survey_response	survey_id	survey_template	id	survey_response_ibfk_1
survey_response	question_id	survey_question	id	survey_response_ibfk_2
survey_response	employee_id	employees	id	survey_response_ibfk_3
task_template_item	template_id	task_template	id	task_template_item_ibfk_1
task_template_item	task_id	task_master	id	task_template_item_ibfk_2
tax_declaration_form12bb_detail	declaration_id	tax_declaration	id	fk_tax12bb_declaration
tds_certificate_part_a	employee_id	employees	id	fk_tcpa_employee
tds_challan	deductor_id	tds_deductor	id	tds_challan_ibfk_1
tds_challan	matched_challan_id	tds_challan	id	tds_challan_ibfk_2
tds_csi_import_batch	deductor_id	tds_deductor	id	tds_csi_import_batch_ibfk_1
tds_deductor_branch	deductor_id	tds_deductor	id	tds_deductor_branch_ibfk_1
uat_approval	feedback_id	uat_feedback	id	fk_uat_appr_fb
uat_build_callback	build_run_id	uat_build_run	id	fk_uat_cb_run
uat_build_prompt	feedback_id	uat_feedback	id	fk_uat_prompt_fb
uat_build_run	feedback_id	uat_feedback	id	fk_uat_build_fb
uat_capability_hit	feedback_id	uat_feedback	id	fk_uat_caphit_fb
uat_checklist_evaluation	feedback_id	uat_feedback	id	fk_uat_eval_fb
uat_evidence_object	feedback_id	uat_feedback	id	fk_uat_evobj_fb
uat_feedback	submitted_by_employee_id	employees	id	fk_uat_fb_emp
uat_feedback_attachment	feedback_id	uat_feedback	id	fk_uat_att_fb
uat_feedback_comment	feedback_id	uat_feedback	id	fk_uat_cm_fb
uat_feedback_event	feedback_id	uat_feedback	id	fk_uat_ev_fb
uat_job	feedback_id	uat_feedback	id	fk_uat_job_fb
uat_llm_call	feedback_id	uat_feedback	id	fk_uat_llm_fb
uat_retest	feedback_id	uat_feedback	id	fk_uat_retest_fb
uat_static_scan	feedback_id	uat_feedback	id	fk_uat_scan_fb
upload_batch_row	upload_batch_id	upload_batch	id	upload_batch_row_ibfk_1
user_device_sessions	user_id	auth_user	id	user_device_sessions_ibfk_1
user_notification_preferences	user_id	auth_user	id	fk_user_notification_preferences_user
user_roles	role_key	workforce_role_catalog	role_key	user_roles_ibfk_1
vendor_bank_change_request	vendor_id	vendor_master	id	fk_vbcr_vendor
vendor_bank_detail	vendor_id	vendor_master	id	fk_vbd_vendor
vendor_branch_applicability	vendor_id	vendor_master	id	fk_vendor_branch_applicability
vendor_company_applicability	vendor_id	vendor_master	id	fk_vendor_company_applicability
vendor_expense_mapping	vendor_id	vendor_master	id	fk_vendor_expense_mapping_vendor
visitor_approval	approver_employee_id	employees	id	fk_visitor_approval_employee
visitor_approval	visit_id	visitor_visit	id	fk_visitor_approval_visit
visitor_badge	branch_id	branch_master	id	fk_visitor_badge_branch
visitor_badge	current_visit_id	visitor_visit	id	fk_visitor_badge_visit
visitor_belonging	visit_id	visitor_visit	id	fk_visitor_belonging_visit
visitor_check_event	badge_id	visitor_badge	id	fk_visitor_check_event_badge
visitor_check_event	visit_id	visitor_visit	id	fk_visitor_check_event_visit
visitor_companion	visit_id	visitor_visit	id	fk_visitor_companion_visit
visitor_configuration	branch_id	branch_master	id	fk_visitor_config_branch
visitor_consent	visitor_id	visitor_profile	id	fk_visitor_consent_profile
visitor_consent	visit_id	visitor_visit	id	fk_visitor_consent_visit
visitor_security_exception	visit_id	visitor_visit	id	fk_visitor_exception_visit
visitor_vehicle	visit_id	visitor_visit	id	fk_visitor_vehicle_visit
visitor_visit	branch_id	branch_master	id	fk_visitor_visit_branch
visitor_visit	host_employee_id	employees	id	fk_visitor_visit_host
visitor_visit	visitor_id	visitor_profile	id	fk_visitor_visit_profile
week_off_policy_default	process_id	process_master	id	week_off_policy_default_ibfk_1
week_off_policy_default	branch_id	branch_master	id	week_off_policy_default_ibfk_2
week_off_preference	employee_id	employees	id	week_off_preference_ibfk_1
week_off_preference	approved_by	employees	id	week_off_preference_ibfk_2
weekly_roster_cycle	process_id	process_master	id	weekly_roster_cycle_ibfk_1
weekly_roster_cycle	branch_id	branch_master	id	weekly_roster_cycle_ibfk_2
weekoff_allocation_log	process_id	process_master	id	weekoff_allocation_log_ibfk_1
weekoff_allocation_log	employee_id	employees	id	weekoff_allocation_log_ibfk_2
weekoff_allocation_log	preference_id	week_off_preference	id	weekoff_allocation_log_ibfk_3
weekoff_fairness_score	employee_id	employees	id	weekoff_fairness_score_ibfk_1
weekoff_preference_notification	employee_id	employees	id	weekoff_preference_notification_ibfk_1
weekoff_preference_notification	preference_id	week_off_preference	id	weekoff_preference_notification_ibfk_2
wfm_attendance_session	employee_id	employees	id	wfm_attendance_session_ibfk_1
wfm_break_log	session_id	wfm_attendance_session	id	wfm_break_log_ibfk_1
wfm_break_log	employee_id	employees	id	wfm_break_log_ibfk_2
wfm_coverage_snapshot	process_id	process_master	id	wfm_coverage_snapshot_ibfk_1
wfm_coverage_snapshot	branch_id	branch_master	id	wfm_coverage_snapshot_ibfk_2
wfm_external_punch_staging	device_id	wfm_facial_device_master	id	wfm_external_punch_staging_ibfk_1
wfm_facial_device_master	branch_id	branch_master	id	wfm_facial_device_master_ibfk_1
wfm_header_mapping_profile	process_id	process_master	id	wfm_header_mapping_profile_ibfk_1
wfm_process_planning_rule	branch_id	branch_master	id	fk_wppr_branch
wfm_process_planning_rule	process_id	process_master	id	fk_wppr_process
wfm_roster_assignment	employee_id	employees	id	wfm_roster_assignment_ibfk_1
wfm_roster_assignment	shift_id	wfm_shift_master	id	wfm_roster_assignment_ibfk_2
wfm_roster_assignment	plan_id	wfm_roster_plan	id	wfm_roster_assignment_ibfk_3
wfm_roster_conflict_log	employee_id	employees	id	fk_wrcl_employee
wfm_roster_import_batch	process_id	process_master	id	wfm_roster_import_batch_ibfk_1
wfm_roster_import_batch	branch_id	branch_master	id	wfm_roster_import_batch_ibfk_branch
wfm_roster_import_row	batch_id	wfm_roster_import_batch	id	wfm_roster_import_row_ibfk_1
wfm_roster_plan	process_id	process_master	id	wfm_roster_plan_ibfk_1
wfm_roster_plan	branch_id	branch_master	id	wfm_roster_plan_ibfk_2
wfm_roster_plan	shift_id	wfm_shift_master	id	wfm_roster_plan_ibfk_3
wfm_roster_swap_request	requester_emp_id	employees	id	wfm_roster_swap_request_ibfk_1
wfm_roster_swap_request	swap_with_emp_id	employees	id	wfm_roster_swap_request_ibfk_2
wfm_rta_exception	alert_id	adherence_alert	id	wfm_rta_exception_ibfk_1
wfm_rta_exception	employee_id	employees	id	wfm_rta_exception_ibfk_2
wfm_rta_exception	disposition_owner_id	auth_user	id	wfm_rta_exception_ibfk_3
wfm_shift_alias	shift_id	wfm_shift_master	id	wfm_shift_alias_ibfk_1
wfm_shift_template	process_id	process_master	id	wfm_shift_template_ibfk_1
wfm_shift_template	branch_id	branch_master	id	wfm_shift_template_ibfk_2
wfm_slot_requirement	branch_id	branch_master	id	fk_wsr_branch
wfm_slot_requirement	process_id	process_master	id	fk_wsr_process
wfm_slot_requirement	planning_rule_id	wfm_process_planning_rule	id	fk_wsr_rule
